,Date,Contract Strike,Close
9743,2023-10-20 09:30:00-04:00,217.5,217.17999267578125
9744,2023-10-20 09:32:00-04:00,215.0,214.72500610351562
9745,2023-10-20 09:34:00-04:00,217.5,215.19639587402344
9746,2023-10-20 09:36:00-04:00,217.5,215.5800018310547
9747,2023-10-20 09:38:00-04:00,217.5,216.6446075439453
9748,2023-10-20 09:40:00-04:00,217.5,216.99510192871094
9749,2023-10-20 09:42:00-04:00,217.5,216.4499969482422
9750,2023-10-20 09:44:00-04:00,217.5,215.3751983642578
9751,2023-10-20 09:46:00-04:00,217.5,215.5200958251953
9752,2023-10-20 09:48:00-04:00,217.5,215.10000610351562
9753,2023-10-20 09:50:00-04:00,217.5,215.6199951171875
9754,2023-10-20 09:52:00-04:00,217.5,215.57589721679688
9755,2023-10-20 09:54:00-04:00,217.5,216.66000366210938
9756,2023-10-20 09:56:00-04:00,217.5,216.92010498046875
9757,2023-10-20 09:58:00-04:00,217.5,216.6999969482422
9758,2023-10-20 10:00:00-04:00,220.0,218.24530029296875
9759,2023-10-20 10:02:00-04:00,220.0,218.52569580078125
9760,2023-10-20 10:04:00-04:00,220.0,217.9949951171875
9761,2023-10-20 10:06:00-04:00,220.0,217.60499572753906
9762,2023-10-20 10:08:00-04:00,217.5,217.42990112304688
9763,2023-10-20 10:10:00-04:00,217.5,216.51229858398438
9764,2023-10-20 10:12:00-04:00,217.5,216.3300018310547
9765,2023-10-20 10:14:00-04:00,217.5,216.42010498046875
9766,2023-10-20 10:16:00-04:00,217.5,216.10009765625
9767,2023-10-20 10:18:00-04:00,217.5,215.7899932861328
9768,2023-10-20 10:20:00-04:00,217.5,215.6699981689453
9769,2023-10-20 10:22:00-04:00,217.5,215.45010375976562
9770,2023-10-20 10:24:00-04:00,217.5,215.4250030517578
9771,2023-10-20 10:26:00-04:00,217.5,215.16000366210938
9772,2023-10-20 10:28:00-04:00,217.5,215.16940307617188
9773,2023-10-20 10:30:00-04:00,215.0,214.60000610351562
9774,2023-10-20 10:32:00-04:00,215.0,214.86000061035156
9775,2023-10-20 10:34:00-04:00,217.5,215.6009979248047
9776,2023-10-20 10:36:00-04:00,217.5,215.3000030517578
9777,2023-10-20 10:38:00-04:00,215.0,214.91009521484375
9778,2023-10-20 10:40:00-04:00,215.0,214.80250549316406
9779,2023-10-20 10:42:00-04:00,215.0,214.64999389648438
9780,2023-10-20 10:44:00-04:00,217.5,215.02389526367188
9781,2023-10-20 10:46:00-04:00,215.0,214.5
9782,2023-10-20 10:48:00-04:00,215.0,214.84010314941406
9783,2023-10-20 10:50:00-04:00,215.0,214.1699981689453
9784,2023-10-20 10:52:00-04:00,215.0,214.2310028076172
9785,2023-10-20 10:54:00-04:00,215.0,213.77999877929688
9786,2023-10-20 10:56:00-04:00,215.0,213.68319702148438
9787,2023-10-20 10:58:00-04:00,215.0,213.75
9788,2023-10-20 11:00:00-04:00,215.0,214.02000427246094
9789,2023-10-20 11:02:00-04:00,215.0,214.13800048828125
9790,2023-10-20 11:04:00-04:00,215.0,213.97500610351562
9791,2023-10-20 11:06:00-04:00,215.0,213.65989685058594
9792,2023-10-20 11:08:00-04:00,215.0,213.61509704589844
9793,2023-10-20 11:10:00-04:00,215.0,213.26499938964844
9794,2023-10-20 11:12:00-04:00,215.0,213.1800994873047
9795,2023-10-20 11:14:00-04:00,215.0,213.05990600585938
9796,2023-10-20 11:16:00-04:00,215.0,212.8000030517578
9797,2023-10-20 11:18:00-04:00,212.5,212.23500061035156
9798,2023-10-20 11:20:00-04:00,212.5,211.83099365234375
9799,2023-10-20 11:22:00-04:00,212.5,211.61000061035156
9800,2023-10-20 11:24:00-04:00,212.5,211.97000122070312
9801,2023-10-20 11:26:00-04:00,212.5,211.5
